Name,Street Address,City,State,Zipcode,Latitude,Longitude,Category
Bibliotheque T. A. Saint-Germain,2720 Rue Dessaulles,Saint Hyacinthe,QC,J2S 2V7,45.6214454,-72.9581257,library or archives
Britannia Mining Museum,1 Forbes Way,Squamish Lillooet D,BC,V0N 1J0,49.6237146,-123.2033875,museum
Aylmer-Malahide Museum & Archives,14 East St,Aylmer,ON,N5H 1W2,42.7739751,-80.9716404,museum
Mark T. Brandt Architect & Associates,112 Nelson St,Ottawa,ON,K1N 7R5,45.4290098,-75.6836106,heritage or historic site
Th¨¦atre La Bord¨¦e,315 Rue St-Joseph E,Qu¨¦bec,QC,G1K 3B3,46.813626,-71.226075,theatre/performance and concert hall
Galerie D'Art Yves Gonthier,258 Rue Des-Geais,Maria,QC,G0C 1Y0,48.181364,-66.013992,gallery
Archives De La Congr¨¦gation De Notre-Dame De Montr¨¦al,2330 Rue Sherbrooke Ouest,Westmount,QC,H3H 1G8,45.4782699,-73.6042695,library or archives
Festival Des Brasseurs Et Artisans De Qu¨¦bec,2000 Boulevard Montmorency,Qu¨¦bec,QC,G1J 5E7,46.824561,-71.234534,festival site
Vanderhoof Museum,478 1St Street West,Vanderhoof,BC,V0J 3A0,54.0140007,-124.0146371,museum
Bizune Event Gallery,452 Richmond St W,Toronto,ON,M5V 1Y1,43.64798103,-79.39747726,gallery
Galerie Zen,1139 Rue St-Jean,Qu¨¦bec,QC,G1R 1S3,46.814074,-71.210177,gallery
Dryden & District Museum,15 Van Avenue,Dryden,ON,P8N 2A5,49.778782,-92.8363228,museum
Haliburton House Museum,424 Clifton Avenue,Windsor,NS,B0N 2T0,44.98969217,-64.13918576,museum
Elgin County Museum,450 Sunset Dr,Central Elgin,ON,N5R 5V1,42.7394151,-81.1923596,museum
Indian Head Branch Library,419 Grand Ave,Indian Head,SK,S0G 2K0,50.538984,-103.6753588,library or archives
Niagara College Learning Resource Centre Glendale Campus,135 Taylor Road,Niagara on the Lake,ON,,43.15322491,-79.16619306,library or archives
Cambridge,1 North Square,Cambridge,ON,N1S 2K6,43.35943015,-80.31818209,library or archives
Burnaby Village Museum,6501 Deer Avenue,Burnaby,BC,V5G 3T6,49.2394477,-122.9672589,museum
Museums of Burlington,2168 Guelph Line,Burlington,ON,L7P 5A8,43.3702673,-79.8297747,museum
Festival Des Sucres De St-Pierre-Baptiste,510 De-L'¨¦glise Route,Saint Pierre Baptiste,QC,G0P 1K0,46.206996,-71.614163,festival site
Mus¨¦e De La Gasp¨¦sie,80 Boulevard De-Gasp¨¦,Gasp¨¦,QC,G4X 1A9,48.836718,-64.474653,museum
Goulbourn Museum,2064 Huntley Rd,Ottawa,ON,K2S 1B8,45.23354458,-75.90627281,museum
Centre Culturel Henri-Lemieux,7644 Rue ¨¦douard,Montr¨¦al,QC,H8P 1T3,45.430576,-73.594461,theatre/performance and concert hall
Bibliotheque Auguste-Honore-Gosselin,41 Rue Du-Coll¨¨ge,Pont Rouge,QC,G3H 3A4,46.7524508,-71.6948414,library or archives
Chiefswood National Historic Site,1037 54 Hwy,Six Nations (Part) 40,ON,N0A 1M0,43.1043048,-80.1007474,heritage or historic site
Firefighters Museum,451 Main,Yarmouth,NS,B5A 1G9,43.8372648,-66.1157,museum
Centennial,3870 Old Richmond,Ottawa,ON,K2H 5C4,45.320702,-75.826202,library or archives
Carmichael-Stewart House Museum,86 Temperance,New Glasgow,NS,B2H 3A7,45.58808662,-62.64174277,museum
Arnprior & District Museum,35 Madawaska St,Arnprior,ON,K7S 1R6,45.4349423,-76.3522621,museum
Biblioth¨¨que Publique De Lac-Bouchette,258 Rue Principale,Lac Bouchette,QC,G0W 1V0,48.2574912,-72.1859745,library or archives
Canadian Fire Fighters Museum,95 Mill St,Port Hope,ON,L1A 3W4,44.036115,-78.3932448,museum
"Cit¨¦ Historia, Mus¨¦e Du Sault-Au-R¨¦collet",10897 Rue Du-Pont,Montr¨¦al,QC,H2B 2H3,45.57448904,-73.65946108,museum
Fernie And District Historical Society Museum,491 2Nd Ave,Fernie,BC,V0B 1M0,49.5005675,-115.0640847,museum
Gallery 129,129 Ossington Ave,Toronto,ON,M6J 2Z6,43.6471037,-79.41967565,gallery
Maison De La Culture Frontenac,2550 Rue Ontario Est,Montr¨¦al,QC,H2K 1W7,45.53285,-73.551818,art or cultural centre
Biblioth¨¨que La Corne De Brume,943 Rue De-L'¨¦glise,Saint Antoine de Tilly,QC,G0S 2C0,46.6627113,-71.5726776,library or archives
Mus¨¦e R¨¦gional De La C?te-Nord,500 Boulevard Laure,Sept ?les,QC,G4R 1X7,50.213446,-66.375888,museum
Festival Western De Guigues,11 Rue Beauchamps,Saint Bruno de Guigues,QC,J0Z 2G0,47.461624,-79.435993,festival site
264 Botsford Street,264 Botsford St,Moncton,NB,,46.0969501,-64.77766022,heritage or historic site
Peace Gallery North,10015 100Th Ave,Fort St. John,BC,V1J 1Y7,56.2461007,-120.8479232,gallery
Campbell House,160 Queen St W,Toronto,ON,M5H 3H3,43.65090189,-79.38715271,museum
Kingston General Hospital Archives,76 Stuart St,Kingston,ON,,44.22373762,-76.49323366,museum
Lytton Branch,121 Fourth Street,Lytton,BC,V0K 1Z0,50.231335,-121.581809,library or archives
Bibliotheque Saint-David,4 Rue Olympique,L¨¦vis,QC,G6W 6N3,46.777557,-71.193631,library or archives
Lincoln Public Library Moses F. Rittenhouse Branch,4080 Boulevard John,Lincoln,ON,,43.15981758,-79.39385418,library or archives
Biblioth¨¨que La Plume D'Or,123 Rue Principale,Saint Aim¨¦ des Lacs,QC,G0T 1S0,47.6828438,-70.3113935,library or archives
Festival Transam¨¦riques,175 Rue Ste-Catherine O,Montr¨¦al,QC,H2X 1Z8,45.508502,-73.565452,festival site
14 Church Street,14 Church St,Moncton,NB,,46.08876763,-64.77824948,heritage or historic site
Avonlea & District Museum,219 Railway Ave,Avonlea,SK,S0H 0C0,50.0135873,-105.060519,museum
Living Prairie Museum,2795 Ness Avenue,Winnipeg,MB,R3J 3S4,49.88775755,-97.27184025,museum
North Mount Pleasant Arts Centre,523 27 Av Nw,Calgary,AB,,51.07672742,-114.0727255,art or cultural centre
Magic Pony Gallery,680 Queen St W,Toronto,ON,M6J 1E5,43.64666594,-79.4074816,gallery
Geerts Roofing,1 Matilda Gate,Ottawa,ON,K0A 2Z0,45.1323315,-75.93807139,heritage or historic site
Vieux Bureau De Poste,2172 Ch Du-Fleuve,L¨¦vis,QC,G6W 1Y6,46.7580356,-71.240273,theatre/performance and concert hall
Desbrisay Museum And Exhibition Centre,130 Jubilee Road,Bridgewater,NS,B4V 2A7,44.36767917,-64.51216015,museum
Lincoln Public Library Fleming Branch,5020 Serena Drive On,Lincoln,ON,,43.168007,-79.47905804,library or archives
Columbus Centre (Joseph D. Carrier Art Gallery),901 Lawrence Ave W,Toronto,ON,M6A 1C3,43.71301352,-79.45674566,gallery
Liberty Junction,2453 Dunwin Dr,Mississauga,ON,L5L 1T1,43.53059749,-79.68061092,theatre/performance and concert hall
Father Lacombe Chapel Provincial Historic Site,2 St-Vital Avenue,St. Albert,AB,T6G 2P8,53.6333096,-113.6388242,heritage or historic site
The Act Arts Centre & Theatre,11944 Haney Pl,Maple Ridge,BC,,49.219156,-122.5983229,theatre/performance and concert hall
Greely,1448 Meadow Drive,Ottawa,ON,K4P 1B1,45.2612,-75.557198,library or archives
Foam Lake Museum,113 Bray Avenue West,Foam Lake,SK,S0A 1R0,51.6426053,-103.5366687,museum
Th¨¦atre Gilles-Vigneault,118 Rue De-La-Gare,Saint J¨¦r?me,QC,J7Z 0J1,45.775892,-74.001419,theatre/performance and concert hall
Beaton Institute/Cape Breton University,1250 Grand Road,Cape Breton,NS,B1P 6L2,46.1679892,-60.09053671,library or archives
Stauffer Library,101 Union St,Kingston,ON,,44.22827261,-76.49624521,library or archives
Escaouette Theatre,170 Botsford St,Moncton,NB,E1C 4X6,46.09394897,-64.77835734,theatre/performance and concert hall
Western Manitoba Regional Library,710 Rosser Ave,Brandon,MB,R7A 0K9,49.848291,-99.947776,library or archives
Testaments of Honour Historical Archives,134 Lawton Blvd,Toronto,ON,M4V 2A4,43.69437695,-79.3975492,museum
The Pavilion Gallery Museum Inc.,55 Pavilion Crescent,Winnipeg,MB,R3P 2N6,49.8725568,-97.2293853,museum
Johnson Art Gallery (85 Street),7711 85 Street Nw,Edmonton,AB,,53.51232681,-113.4586697,gallery
Canadiana Inn,46 Archibald St,Moncton,NB,,46.08868761,-64.78231985,heritage or historic site
Richard R. Carswell,309 Eighth Street,New Westminster,BC,,49.2071339,-122.9183114,artist
Royal Saskatchewan Museum,2445 Albert Street,Regina,SK,S4P 4W7,50.4398168,-104.6164773,museum
Biblioth¨¨que De Gros-Morne (Saint-Maxime-Du-Mont-Louis),38 Rue De-L'¨¦glise,Saint Maxime du Mont Louis,QC,G0E 1L0,49.2265783,-65.7281778,library or archives
Bibliotheque Secteur Sainte-Angele-De-Laval,14700 Boul Becancour,B¨¦cancour,QC,G9H 2L4,46.3331164,-72.5125149,library or archives
R. N. Wyse Building,839 Main St,Moncton,NB,E1C 1G3,46.08819003,-64.77974628,heritage or historic site
Mississauga Children's Choir,4094 Tomken Rd,Mississauga,ON,L4W 1J5,43.61578784,-79.61553836,artist
Norwegian Laft Hus Society And Museum,4402 47Th Avenue,Red Deer,AB,T4N 6T4,52.2747267,-113.7995145,museum
Okotoks Public Library,7 Riverside Drive W,Okotoks,AB,T1S 1A6,50.72428585,-113.9755069,library or archives
Harrington Public Library,539 Victoria Street,Zorra,ON,,43.24076174,-80.99002979,library or archives
Maxwell Log Cabin,9350 Markham Rd,Markham,ON,,43.89405735,-79.26746598,museum
Arashi-Do Martial Arts Heritage,8318 Fairmount Dr Se,Calgary,AB,,50.97874918,-114.0594125,heritage or historic site
Fondation Lionel-Groulx,261 Bloomfield Avenue,Montr¨¦al,QC,H2C 3R6,45.5179636,-73.6019726,library or archives
Bamfield Community School Association,240 Nuthatch Road,Alberni Clayoquot A,BC,V0R 1B0,48.8286708,-125.1356314,library or archives
Coll¨¨ge Saint-Alexandre,2425 Rue Saint-Louis,Gatineau,QC,,45.490859,-75.750338,heritage or historic site
Pelham Public Library Fonthill Branch,43 Pelham Town Square,Pelham,ON,,43.04373772,-79.28306785,library or archives
Biblioth¨¨que De Saint-Camille,85 Rue Desrivi¨¨res,Saint Camille,QC,J0A 1G0,45.6824214,-71.7013403,library or archives
Collection St-Amour,305 Rue Principale,Upton,QC,J0H 2E0,45.6493357,-72.6945259,museum
Mus¨¦e Monseigneur Scheffer,1 Rue Deslauriers,Blanc Sablon,QC,G0G 1W0,51.4120675,-57.203036,museum
Pentimento Fine Art Gallery,1164 Queen St E,Toronto,ON,M4M 1L4,43.6629445,-79.33258195,gallery
Wood Buffalo Regional Library,1 Ca Way,Wood Buffalo,AB,T9H 5C5,56.7389962,-111.3825133,library or archives
Festival Folifrets Baie-James,130 Rue Des-Forces Arm¨¦es,Chibougamau,QC,G8P 3A1,49.915465,-74.381182,festival site
Small Space Gallery,424 10 St Nw,Calgary,AB,,51.05650345,-114.0856341,gallery
Black Creek,1700 Wilson Ave North,Toronto,ON,M3L 1B2,43.72121852,-79.51046667,library or archives
'School Days' Museum,427 Queen St,Fredericton,NB,E3B 5R6,45.963283,-66.6419017,museum
Gainsborough Galleries And Picture Framing,114 61 Av Sw,Calgary,AB,,50.99805418,-114.0645626,gallery
Historic O'Keefe Ranch,9380 97 Highway North,Vernon,BC,V1T 6M8,50.2891555,-119.2698254,heritage or historic site
L'Espace Contemporain Galerie D'Art,313 Rue St-Jean,Qu¨¦bec,QC,G1R 1N9,46.8084366,-71.2235478,gallery
Alderlea Estate,40 Elizabeth Street S,Brampton,ON,L6Y 1R1,43.68279994,-79.75851326,heritage or historic site
Vancouver East Cultural Centre - Vancity Culture Lab,1895 Venables St,Vancouver,BC,V5L 2H6,49.276676,-123.065816,theatre/performance and concert hall
Bibliotheque Municipale De Saint-Zotique,30 Des-Ma?tres Avenue,Saint Zotique,QC,J0P 1Z0,45.2410792,-74.2514532,library or archives
Bridgetown & Area Library,38 Queen Street,"Annapolis, Subd. B",NS,B0S 1C0,44.839948,-65.291277,library or archives
Loch Gallery,16 Hazelton Ave,Toronto,ON,M5R 2E2,43.6713112,-79.39355153,gallery
Biblioth¨¨que De Portneuf-Sur-Mer,170 Rue Principale,Portneuf sur Mer,QC,G0T 1P0,48.6179061,-69.1011237,library or archives
Mus¨¦e Maritime Du Qu¨¦bec - Capitaine J.E. Bernier,55 Chemin Des-Pionniers Est,L'Islet,QC,G0R 2B0,47.128556,-70.371617,museum
Kenny Residence,585 De-Buckingham Avenue,Gatineau,QC,,45.579278,-75.412561,heritage or historic site
Southwood Library,924 Southland Dr Sw,Calgary,AB,T2W 0J9,50.963623,-114.0860367,library or archives
Edward Day Gallery,952 Queen St W,Toronto,ON,M6J 1G8,43.64495985,-79.4171645,gallery
Friday Night Concert Series,1 Theatre Lane,Brampton,ON,L6V 0A3,43.68719328,-79.76008089,festival site
John M. Harper Branch Library,500 Fischer Rd N,Waterloo,ON,,43.47419488,-80.57078811,library or archives
Central Branch,350 Georgia St W,Vancouver,BC,,49.2797,-123.1156,library or archives
Humber Summit,2990 Islington Ave,Toronto,ON,M9L 2K6,43.75898148,-79.57151852,library or archives
The Reach Gallery Museum Abbotsford,32388 Veterans Way,Abbotsford,BC,V2T 0B3,49.05277445,-122.3272516,museum
Bibliotheque Albert-Rousseau,711 Albert Avenue,L¨¦vis,QC,G6J 1Z7,46.654707,-71.3129034,library or archives
Biblioth¨¨que De Saint-Simeon,116 Rue Belanger,Saint Sim¨¦on,QC,G0C 3A0,48.0723321,-65.5718551,library or archives
H?tel Universel - Summer Theater,311 Boul De-L'H?tel-De-Ville,Rivi¨¨re du Loup,QC,G5R 5S4,47.824949,-69.552252,theatre/performance and concert hall
Parkgate,3675 Banff Court,North Vancouver,BC,V7H 2Z8,49.318722,-122.969798,library or archives
Labyrinth Gallery,112 Hastings St E,Vancouver,BC,V6A 4J1,49.2810651,-123.1017894,gallery
Biblioth¨¨que De Saint-Guillaume,106 Rue Saint-Jean,Saint Guillaume,QC,J0C 1L0,45.8820347,-72.7660875,library or archives
Festival Des Foins De St-Julien,794 Chemin De-St,Saint Julien,QC,G0N 1B0,45.9941949,-71.5287488,festival site
134 Church Street,134 Church St,Moncton,NB,E1C 4Z6,46.09253232,-64.77997633,heritage or historic site
Admiral Digby Museum,95 Montague Row,Digby,NS,B0V 1A0,44.61992796,-65.75478854,museum
Macaulay Heritage Park,35 23 St,Prince Edward County,ON,K0K 2T0,44.0071927,-77.13226329,museum
E. R. Jonas Building Restoration Ltd,3717 St-Joseph Blvd,Ottawa,ON,K1C 1T1,45.488633,-75.483048,heritage or historic site
Bibliotheque Honorius-Provost,80 Rue Saint-Antoine,Sainte Marie,QC,G6E 4B8,46.437681,-71.020745,library or archives
Station De Recherche Des ?les Mingan,625 Rue Du-Centre Longue,Longue Pointe de Mingan,QC,G0G 1V0,50.2612114,-64.1553183,art or cultural centre
Alder Street Branch,275 Alder St,Orangeville,ON,,43.9055,-80.1257,library or archives
Gore Bay Museum,150 Water Street,Gore Bay,ON,P0P 1H0,45.9159316,-82.4633025,museum
Blue Dot Gallery,55 Mill St,Toronto,ON,M5A 3C4,43.65063867,-79.35966192,gallery
Fort Erie Historical Museum,402 Ridge Rd,Fort Erie,ON,,42.88572025,-79.05170716,museum
Biblioth¨¨que Montcalm Library,113 Second Ave,Montcalm,MB,R0G 2B0,49.263323,-97.341442,library or archives
Heritage Electric Ltd,20071 113B Ave,Maple Ridge,BC,,49.20973569,-122.666899,heritage or historic site
Penticton Art Gallery,199 Marina Way,Penticton,BC,V2A 1H3,49.50432475,-119.5874194,gallery
Biblioth¨¨que De Murdochville,635 Rue 5E,Murdochville,QC,G0E 1W0,48.9603173,-65.4963653,library or archives
Sidney Museum And Archives,2423 Beacon Avenue,Sidney,BC,V8L 1X5,48.6488029,-123.3992564,museum
Enfield Branch Women's Institute of Nova Scotia,228 2 Highway,East Hants,NS,B2T 1A7,44.94066527,-63.53560982,museum
Beaver River Museum,284 Simcoe Street,Brock,ON,L0K 1A0,44.4304944,-79.1578601,museum
Le Forgeron D'Or - Jewellery Making ¨¦conomus¨¦e,550 Boul Vachon N,Sainte Marie,QC,G6E 1M1,46.4457167,-71.0266042,museum
Leonard &#38; Bina Ellen Art Gallery - Concordia University,1400 Boul Montr¨¦al O,Montr¨¦al,QC,H3G 1M8,45.496849,-73.578497,gallery
Heritage North Museum,162 Princeton Dr,Thompson,MB,R8N 2A4,55.7431532,-97.8392023,museum
Kelowna Museums Society,470 Queensway Ave,Kelowna,BC,V1Y 6S7,49.8870905,-119.4942596,museum
Biblioth¨¨que De Saint-Elzear,320 Rue Principale,Saint Elz¨¦ar de T¨¦miscouata,QC,G0L 2W0,47.5928367,-69.0949075,library or archives
Biblioth¨¨que Jean-Corbeil,7500 Goncourt Avenue,Montr¨¦al,QC,H1K 3X9,45.6029584,-73.5584036,library or archives
Biblioth¨¨que De Capucins (Cap-Chat),294 Du-Village Route,Cap Chat,QC,G0J 1H0,49.0490316,-66.8432986,library or archives
Langham Cultural Society,447 Kaslo Avenue,Kaslo,BC,V0G 1M0,49.9136316,-116.913245,heritage or historic site
Galerie D'Art Du Centre Culturel De L'Universit¨¦ De Sherbrooke,2500 Boulevard De-L'Universit¨¦,Sherbrooke,QC,J1K 2R1,45.380056,-71.928625,gallery
Latvian Canadian Cultural Centre,4 Credit Dr,Toronto,ON,M4A 2N8,43.72544083,-79.3190132,art or cultural centre
Fort Garry Horse Museum And Archives,551 Machray Ave,Winnipeg,MB,R2W 1A8,49.9277297,-97.13997464,museum
Marine Museum of Manitoba (Selkirk) Inc.,490 Eveline St,Selkirk,MB,R1A 2B1,50.1463847,-96.86538677,museum
Barrington Woolen Mill Museum,2368 3 Highway,Barrington,NS,B0W 1E0,43.56788867,-65.57828584,museum
Th¨¦atre Le Patriote,258 Rue St-Venant,Sainte Agathe des Monts,QC,J8C 2Z7,46.031964,-74.285685,theatre/performance and concert hall
Naval Museum of Qu¨¦bec,170 Rue Dalhousie,Qu¨¦bec,QC,G1K 8M7,46.81859,-71.199981,museum
Lake Country Museum,11255 Okanagan Rd W,Lake Country,BC,V4V 2J7,50.013898,-119.429088,museum
Danforth/Coxwell,1675 Danforth Ave,Toronto,ON,M4C 5P2,43.68357407,-79.3214,library or archives
Hart Centre Mall,3789 Austin Rd W,Prince George,BC,,53.98872658,-122.790312,art or cultural centre
The Theatre Centre,1115 Queen St W,Toronto,ON,M6J 1J1,43.6431078,-79.42328555,theatre/performance and concert hall
Sticks And Stones Gallery,4355 Stonewood Place,Nanaimo,BC,,49.2167296,-124.0190378,gallery
University of Winnipeg Geography Museum,515 Portage Avenue,Winnipeg,MB,R3B 2E9,49.89093415,-97.153417,museum
Port Clements Historical Society Museum,45 Bayview Drive,Port Clements,BC,V0T 1R0,53.6680102,-132.1983924,museum
Atrium Art Gallery,101 Centrepointe Dr,Ottawa,ON,K2G G5K,45.3444561,-75.76253912,gallery
Stockholm Branch Library,202 Ohlen St,Stockholm,SK,S0A 3Y0,50.6613343,-102.3029432,library or archives
Townsite Heritage Society And Henderson House Museum,6211 Walnut St,Powell River,BC,V8A 4K2,49.8746142,-124.55387,museum
Baie Verte Peninsula Miner's Museum,410 Baie Highway,Baie Verte,NL,A0K 1B0,49.8932874,-56.2222647,museum
Old Meeting House Museum,2408 3 Hwy,Barrington,NS,B0W 1E0,43.56646481,-65.57973479,museum
Miami Railway Station Museum,23 Miami Highway,Thompson,MB,R0G 1H0,49.3695153,-98.2279019,museum
Curve Lake First Nation Cultural Centre,1024 Mississauga Street,Curve Lake First Nation 35,ON,K0L 1R0,44.47107935,-78.36543905,art or cultural centre
Canadian Centre For Architecture,1920 Rue Baile,Montr¨¦al,QC,H3H 2S6,45.491074,-73.578726,art or cultural centre
Grimsby Public Art Gallery,18 Carnegie Lane,Grimsby,ON,,43.19540432,-79.55944315,gallery
Biblioth¨¨que De Saint-Donat,510 Desrochers,Saint Donat,QC,J0T 2C0,46.3190483,-74.2197626,library or archives
Douglas Library,93 University Ave,Kingston,ON,,44.22750052,-76.49504442,library or archives
Stones 'N Bones Museum,223 Christina St N,Sarnia,ON,N7T 5V1,42.97408412,-82.40691843,museum
Perth/Dupont,1589 Dupont Street,Toronto,ON,M6P 3S5,43.66503333,-79.45382963,library or archives
Don Mills,888 Lawrence Ave East,Toronto,ON,M3C 1P6,43.73664074,-79.34734074,library or archives
Cube Gallery,1285 Wellington St W,Ottawa,ON,K1Y 3A8,45.39926137,-75.73503565,gallery
Edward J Cuhaci And Associates Architects Inc,171 Slater Street,Ottawa,ON,K1P 5H7,45.4201583,-75.6980896,heritage or historic site
Wedgeport Sport Tuna Fishing Museum And Interpretative Centre,57 Tuna Road,Argyle,NS,B0W 2B0,43.71219184,-65.9828589,museum
Parkhill Library,204 Mcleod Street,North Middlesex,ON,,43.16235142,-81.68467717,library or archives
"Peel Art Gallery, Museum And Archives (Pama)",9 Wellington St E,Brampton,ON,L6W 1Y1,43.68498361,-79.75736938,museum
Robinson House,83 Victoria St,Moncton,NB,E1C 4Y5,46.09127406,-64.77770436,heritage or historic site
Car Gallery,330 40 Av Ne,Calgary,AB,,51.08902127,-114.0560259,gallery
Little Mountain Gallery,195 26Th Av E,Vancouver,BC,V5V 2G8,49.2480158,-123.1014023,gallery
Wye Marsh Wildlife Centre,1160 12 Hwy,Midland,ON,L4R 4K6,44.7360034,-79.8566298,museum
Rockwood Branch Library,85 Christie Street,Guelph/Eramosa,ON,,43.6217132,-80.14971998,library or archives
Logy Bay-Middle Cove-Outer Cove Museum,744 Logy Bay Road,Logy Bay Middle Cove Outer Cove,NL,A1K 3B5,47.6185227,-52.6914631,museum
Brookbanks,210 Brookbanks Dr,Toronto,ON,M3A 2T8,43.75950741,-79.3259037,library or archives
Fox Theatre,2263 Queen St E,Toronto,ON,M4E 1G3,43.67109867,-79.29387566,theatre/performance and concert hall
100 Mile House Branch,449 Birch Avenue S,One Hundred Mile House,BC,V0K 2E0,51.64139,-121.29562,library or archives
Kingston Penitentiary,560 King St W,Kingston,ON,,44.21976667,-76.51355279,heritage or historic site
West End Gallery,12308 Jasper Avenue Nw,Edmonton,AB,,53.54125308,-113.5333378,gallery
Bibliotheque Croque-Volumes,1325 Rue 7E,L¨¦vis,QC,G6K 1Z7,46.6928435,-71.2922562,library or archives
Conservatoire De Musique Et D'Art Dramatique De Montr¨¦al,4750 Av Henri-Julien,Montr¨¦al,QC,H2T 2C8,45.523812,-73.586552,theatre/performance and concert hall
Niagara Falls Public Library Chippawa Branch,3763 Main Street,Niagara Falls,ON,,43.05874861,-79.05140704,library or archives
Biblioth¨¨que Municipale De Sainte-Madeleine,1040 Rue Saint-Simon,Sainte Madeleine,QC,J0H 1S0,45.5937406,-73.090643,library or archives
Chateau Ramezay - Historical Site And Museum of Montr¨¦al,280 Rue Notre-Dame E,Montr¨¦al,QC,H2Y 1C5,45.508739,-73.553259,museum
Papermill Theatre/Museum/Art Centre At Todmorden Mills,67 Pottery Rd,Toronto,ON,M4K 2B9,43.68636982,-79.36033724,museum
The Manitoba Museum,190 Rupert Ave,Winnipeg,MB,R3B 0N2,49.900087,-97.13616714,museum
Theatre Francais De Toronto - Centre For Creation,21 College St,Toronto,ON,M5G 2B3,43.66100192,-79.38381437,theatre/performance and concert hall
Fabrique Notre-Dame-De-La-Pr¨¦sentation,825 Ozias Leduc Ave,Shawinigan,QC,G9P 1E1,46.5273405,-72.7503615,museum
Biblioth¨¨que De Saint-Severin-De-Proulxville,1986 Du-Centre Place,Saint S¨¦verin,QC,G0X 2B0,46.6667538,-72.5028961,library or archives
Les Moulins De L'Isle-Aux-Coudres - Floor Miling ¨¦conomus¨¦e,36 Ch Du-Moulin,L'Isle aux Coudres,QC,G0A 1X0,47.373197,-70.399783,museum
Xenophon Cleveland House,189 Highfield St,Moncton,NB,E1C 5P5,46.09264345,-64.78640127,heritage or historic site
Maryvale,85 Ellesmere Road,Toronto,ON,M1R 4B9,43.75726296,-79.31171111,library or archives
Ottawa Conservation Studio,2380 Holly Lane,Ottawa,ON,K1V 7P1,45.37903,-75.6397802,heritage or historic site
Anthropology Museum University of Winnipeg,515 Portage Avenue,Winnipeg,MB,R3B 2E9,49.89093415,-97.153417,museum
Biblioth¨¨que Le Pr¨¦vost,7355 Christophe Avenue,Montr¨¦al,QC,H2R 2S5,45.5438869,-73.6145768,library or archives
Anza Club (Australia-New Zealand Association),3 8Th Av W,Vancouver,BC,V5Y 1M8,49.263974,-123.105108,theatre/performance and concert hall
Canadian Ski Museum The,317 Chemin Du-Bord-Du-Lac,Pointe Claire,QC,H9S 4L6,45.4288476,-73.8269023,museum
Country Hills Library,388 Country Bv Ne,Calgary,AB,T3K 6E3,51.159462,-114.0675659,library or archives
Th¨¦atre De La Vieille Forge De Petite-Vall¨¦e,4 Rue De-La-Longue-Pointe,Petite Vall¨¦e,QC,G0E 1Y0,49.22218,-65.044481,theatre/performance and concert hall
Panasonic Theatre,651 Yonge St,Toronto,ON,M4Y 1Z9,43.66812275,-79.38555764,theatre/performance and concert hall
Galerie Le Luxart,66 Rue St-Paul O,Montr¨¦al,QC,H2Y 1Y8,45.5047437,-73.5543122,gallery
Kimberley District Heritage Society,105 Spokane St,Kimberley,BC,V1A 2E5,49.68658,-115.9861954,museum
Festival Black &#38; Blue,1004 Rue Sainte-Catherine E,Montr¨¦al,QC,H2L 2G2,45.517101,-73.556878,festival site
Engine Gallery,37 Mill St,Toronto,ON,M5A 3R6,43.65041757,-79.36071302,gallery
Westbank Museum And Arts And Crafts Society,2376 Dobbin Road,West Kelowna,BC,V4T 2H9,49.8284753,-119.6298818,museum
Argenteuil Regional Museum,44 Route Du-Long Sault,Saint Andr¨¦ d'Argenteuil,QC,J0V 1X0,45.565124,-74.371852,museum
Biblioth¨¨que De Lac-Saguay,257 117 Route,Lac Saguay,QC,J0W 1L0,46.4971114,-75.1430642,library or archives
Artgora Gallery,135 Timberline Rd,Moncton,NB,,46.14458839,-64.89939852,gallery
University of King's College Library,6350 Coburg Road,Halifax,NS,B3H 2A1,44.6374863,-63.5948434,library or archives
Camp Musical Du Saguenay-Lac-Saint-Jean,1589 Rte 169,M¨¦tabetchouan  Lac ¨¤ la Croix,QC,G8G 1A8,48.440675,-71.8412,theatre/performance and concert hall
Galerie D'Art Mont Sainte-Anne,275 Boul Beau Pr¨¦,Beaupr¨¦,QC,G0A 1E0,47.060505,-70.903994,gallery
Quinte Educational Museum And Archives,13 Coleman Street,Prince Edward County,ON,K0K 1A0,44.05939574,-77.43420677,museum
Strathcona,8331 104 Street,Edmonton,AB,T6E 4E9,53.5194554,-113.4974797,library or archives
"Parkdale Arts And Culture Centre (Gallery 1313, Famer's Market)",1313 Queen St W,Toronto,ON,M6K 1L8,43.64107662,-79.43336246,gallery
Comox Air Force Museum,19 Wing,Comox Valley B (Lazo North),BC,V0R 2K0,49.7617275,-125.010833,museum
Trillium North Park,699 National Av,Vancouver,BC,,49.274169,-123.09379,museum
Fromagerie Du Pied-De-Vent - Raw Milk Cheese Making ¨¦conomus¨¦e,149 Ch Pointe Basse,Les ?les de la Madeleine,QC,G4T 5H7,47.395967,-61.801087,museum
Forest Glade - Optimist Library,3211 Forest Dr,Windsor,ON,,42.30305962,-82.91584269,library or archives
Keirstead Studio,4 Aragon Rd,Kingston,ON,,44.32082405,-76.42798485,gallery
Rosetown & District Museum Inc.,605 Colwell Road East,Rosetown,SK,S0L 2V0,51.5531759,-107.9781087,museum
